Term	Type	POS (most common)	WN2.0 Name	WordNet SenseKey	WN2.0 Synset	WordNet gloss	WordNet example usage
mile	uofm	n	mile_n1	mile%1:23:01::	112880061	a unit of length equal to 1760 yards	
milk	food	n	milk_n1	milk%1:13:01::	107370228	a white nutritious liquid secreted by mammals and used as food by human beings	
milliliters	uofm						
mind	obj	n	mind_n1	mind%1:09:00::	105291080	that which is responsible for one's thoughts and feelings; the seat of the faculty of reason; 	his mind wandered; I couldn't get his words out of my head
mineral	mater	n	mineral_n1	mineral%1:27:00::	113823287	solid homogeneous inorganic substances occurring in nature having a definite chemical composition	
minute	time	n	minute_n1	minute%1:28:00::	114373571	a unit of time equal to 60 seconds or 1/60th of an hour; 	he ran a 4 minute mile
mirror	obj	n	mirror_n1	mirror%1:06:00::	103631633	polished surface that forms images by reflecting light	
misconception	abs	n	misconception_n1	misconception%1:09:00::	105550284	an incorrect conception	
misinformation	abs	n	misinformation_n1	misinformation%1:10:00::	106225708	information that is incorrect	
mix	act	v	mix_v1	mix%2:30:00::	200382880	mix together different elements; 	The colors blend well
mixed	quality	adj	mixed_s1	mixed%5:00:00:blended:00	301282264	caused to combine or unite	
mixer	obj	n	social_n1	mixer%1:14:00::	107757498	a party of people assembled to promote sociability and communal activity	
ml	uofm	n	ml_n1	ml%1:23:00::	112857343	a metric unit of volume equal to one thousandth of a liter	
model	act	n	model_n1	model%1:09:00::	105547587	a simplified description of a complex entity or process; 	the computer program was based on a model of the circulatory and respiratory systems
modeled	der	adj	modeled_s1	modeled%5:00:00:shapely:00	302073844	resembling sculpture; 	her finely modeled features; rendered with...vivid sculptural effect; the sculpturesque beauty of the athletes' bodies
modeling	der	n	mold_n6	modeling%1:06:00::	103638061	sculpture produced by molding	
modification	nom	n	adjustment_n2	modification%1:04:00::	100189089	the act of making something different (as e.g. the size of a garment)	
modifying	der						
moist	quality	adj	damp_s1	moist%5:00:00:wet:01	302458958	slightly wet; 	clothes damp with perspiration; a moist breeze; eyes moist with tears
moisture	subst	n	moisture_n1	moisture%1:26:00::	113706591	wetness caused by water; 	drops of wet gleamed on the window
molecule	obj	n	molecule_n1	molecule%1:27:00::	113842164	(physics and chemistry) the simplest structural unit of an element or compound	
moment	time	n	moment_n1	moment%1:28:00::	114383479	a particular point in time; 	the moment he arrived the party began
month	time	n	month_n1	month%1:28:01::	114348156	one of the twelve divisions of the calendar year; 	he paid the bill last month
monthly	time	adj	monthly_a1	monthly%3:01:00::	302527569	occurring or payable every month; 	monthly payments; the monthly newsletter
moon	obj	n	moon_n1	moon%1:17:01::	108772174	the natural satellite of the Earth; 	the average distance to the moon is 384,400 kilometers; men first stepped on the moon in 1969
more	comp	r	more_r1	more%4:02:00::	400100435	used to form the comparative of some adjectives and adverbs; 	more interesting; more beautiful; more quickly
morning	time	n	morning_n1	morning%1:28:00::	114306192	the time period between dawn and noon; 	I spent the morning running errands
most	comp	r	most_r1	most%4:02:00::	400113489	used to form the superlative; 	the king cobra is the most dangerous snake
mostly	adv	r	largely_r1	mostly%4:02:00::	400005750	in large part; mainly or chiefly; 	These accounts are largely inactive
mother	human	n	mother_n1	mother%1:18:00::	109663987	a woman who has given birth to a child (also used as a term of address to your mother); 	the mother of three children
motion	nom	n	motion_n1	motion%1:11:00::	106861102	a natural event that involves a change in the position or location of something	
mountain	obj	n	mountain_n1	mountain%1:17:00::	108773393	a land mass that projects well above its surroundings; higher than a hill	
mouse	animal	n	mouse_n1	mouse%1:05:00::	102244530	any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails	
mouth	bpart	n	mouth_n1	mouth%1:08:01::	104997478	the opening through which food is taken in and vocalizations emerge; 	he stuffed his mouth with candy
move	act	n	move_n1	move%1:04:00::	100156909	the act of deciding to do something; 	he didn't make a move to help; his first move was to hire a lawyer
moved	der						
movement	nom	n	move_n3	movement%1:04:00::	100316498	a change of position that does not entail a change of location; 	the reflex motion of his eyebrows revealed his surprise; movement is a sign of life; an impatient move of his hand; gastrointestinal motility
moves	der						
moving	der	adj	moving_a1	moving%3:00:02::	301511201	in motion; 	a constantly moving crowd; the moving parts of the machine
much	?	r	much_r1	much%4:02:00::	400060209	to a great degree or extent; 	she's much better now
muddy	val	adj	muddy_s1	muddy%5:00:00:wet:01	302458479	(of soil) soft and watery; 	the ground was boggy under foot; a marshy coastline; miry roads; wet mucky lowland; muddy barnyard; quaggy terrain; the sloughy edge of the pond; swampy bayous
multiplication	abs	n	multiplication_n1	multiplication%1:04:00::	100819767	an arithmetic operation that is the inverse of division; the product of two numbers is computed; 	the multiplication of four by three gives twelve; four times three equals twelve
multisensory	quality						
muscle	bpart	n	muscle_n1	muscle%1:08:00::	104984763	one of the contractile organs of the body	
music	abs	n	music_n1	music%1:10:00::	106591368	an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner	
musical	quality	adj	musical_a1	musical%3:01:00::	302734005	characterized by or capable of producing music; 	a musical evening; musical instruments
must	?	n	must_n1	must%1:17:00::	108777376	a necessary or essential thing; 	seat belts are an absolute must
nail	obj	v	nail_v1	nail%2:35:00::	201317868	attach something somewhere by means of nails; 	nail the board onto the wall
name	act	n	name_n1	name%1:10:00::	105943480	a language unit by which a person or thing is known; 	his name really is George Washington; those are two names for the same thing
naming	der	n	naming_n1	naming%1:10:00::	106786871	the verbal act of naming; 	the part he failed was the naming of state capitals
nation	loc	n	nation_n1	nation%1:14:00::	107673557	a politically organized body of people under a single government; 	the state has elected a new president; African nations; students who had come to the nation's capitol; the country's largest manufacturer; an industrialized land
national	quality	adj	national_a1	national%3:01:00::	302838126	of or relating to or belonging to a nation or country; 	national hero; national anthem; a national landmark
natural	quality	adj	natural_a1	natural%3:00:01::	301521379	in accordance with nature; relating to or concerning nature; 	a very natural development; our natural environment; natural science; natural resources; natural cliffs; natural phenomena
naturally	adv	r	naturally_r1	naturally%4:02:00::	400039816	as might be expected; 	naturally, the lawyer sent us a huge bill
nature	?	n	nature_n1	nature%1:07:02::	104523906	the essential qualities or characteristics by which something is recognized; 	it is the nature of fire to burn; the true nature of jealousy
near	val	adj	near_a1	near%3:00:00::	300417847	not far distant in time or space or degree or circumstances; 	near neighbors; in the near future; they are near equals; his nearest approach to success; a very near thing; a near hit by the bomb; she was near tears; she was close to tears; had a close call
necessary	?	adj	necessary_a1	necessary%3:00:00::	301531528	absolutely essential	
necessity	abs	n	necessity_n1	necessity%1:26:00::	113630974	the condition of being essential or indispensable	
neck	bpart	n	neck_n1	neck%1:08:00::	105229328	the part of an organism that connects the head to the rest of the body; 	he admired her long graceful neck
need	act	v	require_v1	need%2:42:00::	202549691	require as useful, just, or proper; 	It takes nerve to do what she did; success usually requires hard work; This job asks a lot of patience and skill; This position demands a lot of personal sacrifice; This dinner calls for a spectacular dessert; This intervention does not postulates a patient's consent
needed	der	adj	needed_s1	needed%5:00:00:necessary:00	301531953	necessary for relief or supply; 	provided them with all things needful
negative	quality	adj	negative_a1	negative%3:00:02::	301758440	characterized by or displaying negation or denial or opposition or resistance; having no positive features; 	a negative outlook on life; a colorless negative personality; a negative evaluation; a negative reaction to an advertising campaign
negatively	adv	r	negatively_r1	negatively%4:02:01::	400003897	in a harmful manner; 	he was negatively affected
neighbor	human	n	neighbor_n1	neighbor%1:18:00::	109681867	a person who lives (or is located) near another	
nerve	bpart	n	nerve_n1	nerve%1:08:00::	105160502	any bundle of nerve fibers running to various organs and tissues of the body	
nervous	quality	adj	nervous_s1	nervous%5:00:00:tense:03	302320836	easily agitated; 	quick nervous movements
nest	obj	n	nest_n1	nest%1:17:00::	108782130	a structure in which animals lay eggs or give birth to their young	
never	?	r	never_r1	never%4:02:00::	400020780	not ever; at no time in the past or future; 	I have never been to China; I shall never forget this day; had never seen a circus; never on Sunday; I will never marry you!
new	quality	adj	new_a1	new%3:00:00::	301589642	not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered; 	a new law; new cars; a new comet; a new friend; a new year; the New World
